game,sea_year,date,opponent,nd_rank,opp_rank,head_coach,result,nd_score,opp_score,month,day,year,site,opp_w,opp_l,opp_t,div-1A
668,1976,10/30/1976,Navy,11,,Dan Devine,W,27,21,10,30,1976,Home,4,7,0,1
670,1976,11/13/1976,Alabama,18,10,Dan Devine,W,21,18,11,13,1976,Home,9,3,0,1
671,1976,11/20/1976,Miami,13,,Dan Devine,W,40,27,11,20,1976,Home,3,8,0,1
675,1977,9/17/1977,Mississippi,3,,Dan Devine,L,13,20,9,17,1977,Home,5,6,0,1
677,1977,10/1/1977,Michigan State,14,,Dan Devine,W,16,6,10,1,1977,Home,7,3,1,1
678,1977,10/15/1977,Army,11,,Dan Devine,W,24,0,10,15,1977,Home,7,4,0,1
679,1977,10/22/1977,Southern California,11,5,Dan Devine,W,49,19,10,22,1977,Home,8,4,0,1
680,1977,10/29/1977,Navy,5,,Dan Devine,W,43,10,10,29,1977,Home,5,6,0,1
681,1977,11/5/1977,Georgia Tech,5,,Dan Devine,W,69,14,11,5,1977,Home,6,5,0,1
683,1977,11/19/1977,Air Force,6,,Dan Devine,W,49,0,11,19,1977,Home,2,8,1,1
686,1978,9/9/1978,Missouri,5,,Dan Devine,L,0,3,9,9,1978,Home,8,4,0,1
687,1978,9/23/1978,Michigan,14,5,Dan Devine,L,14,28,9,23,1978,Home,10,2,0,1
688,1978,9/30/1978,Purdue,,,Dan Devine,W,10,6,9,30,1978,Home,9,2,1,1
690,1978,10/14/1978,Pittsburgh,,9,Dan Devine,W,26,17,10,14,1978,Home,8,4,0,1
692,1978,10/28/1978,Miami,19,,Dan Devine,W,20,0,10,28,1978,Home,6,5,0,1
693,1978,11/4/1978,Navy,15,11,Dan Devine,W,27,7,11,4,1978,Home,9,3,0,1
694,1978,11/11/1978,Tennessee,14,,Dan Devine,W,31,14,11,11,1978,Home,5,5,1,1
700,1979,9/29/1979,Michigan State,15,7,Dan Devine,W,27,3,9,29,1979,Home,5,6,0,1
701,1979,10/6/1979,Georgia Tech,10,,Dan Devine,W,21,13,10,6,1979,Home,4,5,1,1
703,1979,10/20/1979,Southern California,9,4,Dan Devine,L,23,42,10,20,1979,Home,11,0,1,1
704,1979,10/27/1979,South Carolina,14,,Dan Devine,W,18,17,10,27,1979,Home,8,4,0,1
705,1979,11/3/1979,Navy,13,,Dan Devine,W,14,0,11,3,1979,Home,7,4,0,1
707,1979,11/17/1979,Clemson,,14,Dan Devine,L,10,16,11,17,1979,Home,8,4,0,1
708,1979,11/24/1979,Miami,,,Dan Devine,W,40,15,11,24,1979,Home,5,6,0,1
709,1980,9/6/1980,Purdue,11,9,Dan Devine,W,31,10,9,6,1980,Home,9,3,0,1
710,1980,9/20/1980,Michigan,8,14,Dan Devine,W,29,27,9,20,1980,Home,10,2,0,1
712,1980,10/11/1980,Miami,7,13,Dan Devine,W,32,14,10,11,1980,Home,9,3,0,1
713,1980,10/18/1980,Army,5,,Dan Devine,W,30,3,10,18,1980,Home,3,7,1,1
715,1980,11/1/1980,Navy,3,,Dan Devine,W,33,0,11,1,1980,Home,8,4,0,1
717,1980,11/15/1980,Alabama,6,5,Dan Devine,W,7,0,11,15,1980,Home,10,2,0,1
718,1980,11/22/1980,Air Force,2,,Dan Devine,W,24,10,11,22,1980,Home,2,9,1,1
721,1981,9/12/1981,Louisiana State,4,,Gerry Faust,W,27,9,9,12,1981,Home,3,7,1,1
724,1981,10/3/1981,Michigan State,,,Gerry Faust,W,20,7,10,3,1981,Home,5,6,0,1
725,1981,10/10/1981,Florida State,,20,Gerry Faust,L,13,19,10,10,1981,Home,6,5,0,1
726,1981,10/24/1981,Southern California,,5,Gerry Faust,L,7,14,10,24,1981,Home,9,3,0,1
727,1981,10/31/1981,Navy,,,Gerry Faust,W,38,0,10,31,1981,Home,7,4,1,1
728,1981,11/7/1981,Georgia Tech,,,Gerry Faust,W,35,3,11,7,1981,Home,1,10,0,1
732,1982,9/18/1982,Michigan,20,10,Gerry Faust,W,23,17,9,18,1982,Home,8,4,0,1
733,1982,9/25/1982,Purdue,10,,Gerry Faust,W,28,14,9,25,1982,Home,3,8,0,1
735,1982,10/9/1982,Miami,10,17,Gerry Faust,W,16,14,10,9,1982,Home,7,4,0,1
736,1982,10/16/1982,Arizona,9,,Gerry Faust,L,13,16,10,16,1982,Home,6,4,1,1
738,1982,10/30/1982,Navy,,,Gerry Faust,W,27,10,10,30,1982,Home,6,5,0,1
740,1982,11/13/1982,Penn State,13,5,Gerry Faust,L,14,24,11,13,1982,Home,11,1,0,1
744,1983,9/17/1983,Michigan State,4,,Gerry Faust,L,23,28,9,17,1983,Home,4,6,1,1
748,1983,10/15/1983,Army,,,Gerry Faust,W,42,0,10,15,1983,Home,2,9,0,1
749,1983,10/22/1983,Southern California,,,Gerry Faust,W,27,6,10,22,1983,Home,4,6,1,1
750,1983,10/29/1983,Navy,19,,Gerry Faust,W,28,12,10,29,1983,Home,3,8,0,1
751,1983,11/5/1983,Pittsburgh,18,,Gerry Faust,L,16,21,11,5,1983,Home,8,3,1,1
753,1983,11/19/1983,Air Force,,,Gerry Faust,L,22,23,11,19,1983,Home,10,2,0,1
755,1984,9/8/1984,Purdue,7,,Gerry Faust,L,21,23,9,8,1984,Home,7,5,0,1
757,1984,9/22/1984,Colorado,,,Gerry Faust,W,55,14,9,22,1984,Home,1,10,0,1
759,1984,10/6/1984,Miami,16,14,Gerry Faust,L,13,31,10,6,1984,Home,8,5,0,1
760,1984,10/13/1984,Air Force,,,Gerry Faust,L,7,21,10,13,1984,Home,8,4,0,1
761,1984,10/20/1984,South Carolina,,11,Gerry Faust,L,32,36,10,20,1984,Home,10,2,0,1
763,1984,11/3/1984,Navy,,,Gerry Faust,W,18,17,11,3,1984,Home,4,6,1,1
764,1984,11/17/1984,Penn State,,,Gerry Faust,W,44,7,11,17,1984,Home,6,5,0,1
768,1985,9/21/1985,Michigan State,,,Gerry Faust,W,27,10,9,21,1985,Home,7,5,0,1
771,1985,10/19/1985,Army,,19,Gerry Faust,W,24,10,10,19,1985,Home,9,3,0,1
772,1985,10/26/1985,Southern California,,,Gerry Faust,W,37,3,10,26,1985,Home,6,6,0,1
773,1985,11/2/1985,Navy,,,Gerry Faust,W,41,17,11,2,1985,Home,4,7,0,1
774,1985,11/9/1985,Mississippi,,,Gerry Faust,W,37,14,11,9,1985,Home,4,6,1,1
776,1985,11/23/1985,Louisiana State,,17,Gerry Faust,L,7,10,11,23,1985,Home,9,2,1,1
778,1986,9/13/1986,Michigan,,3,Lou Holtz,L,23,24,9,13,1986,Home,11,2,0,1
780,1986,9/27/1986,Purdue,,,Lou Holtz,W,41,9,9,27,1986,Home,3,8,0,1
781,1986,10/4/1986,Alabama,,2,Lou Holtz,L,10,28,10,4,1986,Home,10,3,0,1
782,1986,10/11/1986,Pittsburgh,,,Lou Holtz,L,9,10,10,11,1986,Home,5,5,1,1
783,1986,10/18/1986,Air Force,,,Lou Holtz,W,31,3,10,18,1986,Home,6,5,0,1
784,1986,11/1/1986,Navy,,,Lou Holtz,W,33,14,11,1,1986,Home,3,8,0,1
785,1986,11/8/1986,Southern Methodist,,,Lou Holtz,W,61,29,11,8,1986,Home,6,5,0,1
786,1986,11/15/1986,Penn State,,3,Lou Holtz,L,19,24,11,15,1986,Home,12,0,0,1
790,1987,9/19/1987,Michigan State,9,17,Lou Holtz,W,31,8,9,19,1987,Home,9,2,1,1
794,1987,10/24/1987,Southern California,10,,Lou Holtz,W,26,15,10,24,1987,Home,8,4,0,1
795,1987,10/31/1987,Navy,9,,Lou Holtz,W,56,13,10,31,1987,Home,2,9,0,1
796,1987,11/7/1987,Boston College,9,,Lou Holtz,W,32,25,11,7,1987,Home,5,6,0,1
797,1987,11/14/1987,Alabama,7,11,Lou Holtz,W,37,6,11,14,1987,Home,7,5,0,1
801,1988,9/10/1988,Michigan,13,9,Lou Holtz,W,19,17,9,10,1988,Home,9,2,1,1
803,1988,9/24/1988,Purdue,8,,Lou Holtz,W,52,7,9,24,1988,Home,4,7,0,1
804,1988,10/1/1988,Stanford,5,,Lou Holtz,W,42,14,10,1,1988,Home,3,6,2,1
806,1988,10/15/1988,Miami,4,1,Lou Holtz,W,31,30,10,15,1988,Home,11,1,0,1
807,1988,10/22/1988,Air Force,2,,Lou Holtz,W,41,13,10,22,1988,Home,5,7,0,1
808,1988,10/29/1988,Navy,2,,Lou Holtz,W,22,7,10,29,1988,Home,3,8,0,1
809,1988,11/5/1988,Rice,1,,Lou Holtz,W,54,11,11,5,1988,Home,0,11,0,1
810,1988,11/19/1988,Penn State,1,,Lou Holtz,W,21,3,11,19,1988,Home,5,6,0,1
813,1989,8/31/1989,Virginia,2,,Lou Holtz,W,36,13,8,31,1989,Home,10,3,0,1
815,1989,9/23/1989,Michigan State,1,,Lou Holtz,W,21,13,9,23,1989,Home,8,4,0,1
819,1989,10/21/1989,Southern California,1,9,Lou Holtz,W,28,24,10,21,1989,Home,9,2,1,1
820,1989,10/28/1989,Pittsburgh,1,7,Lou Holtz,W,45,7,10,28,1989,Home,8,3,1,1
821,1989,11/4/1989,Navy,1,,Lou Holtz,W,41,0,11,4,1989,Home,3,8,0,1
822,1989,11/11/1989,Southern Methodist,1,,Lou Holtz,W,59,6,11,11,1989,Home,2,9,0,1
826,1990,9/15/1990,Michigan,1,4,Lou Holtz,W,28,24,9,15,1990,Home,9,3,0,1
828,1990,9/29/1990,Purdue,1,,Lou Holtz,W,37,11,9,29,1990,Home,2,9,0,1
829,1990,10/6/1990,Stanford,1,,Lou Holtz,L,31,36,10,6,1990,Home,5,6,0,1
830,1990,10/13/1990,Air Force,8,,Lou Holtz,W,57,27,10,13,1990,Home,7,5,0,1
831,1990,10/20/1990,Miami,6,2,Lou Holtz,W,29,20,10,20,1990,Home,10,2,0,1
833,1990,11/3/1990,Navy,2,,Lou Holtz,W,52,31,11,3,1990,Home,5,6,0,1
835,1990,11/17/1990,Penn State,1,18,Lou Holtz,L,21,24,11,17,1990,Home,9,3,0,1
838,1991,9/7/1991,Indiana,7,,Lou Holtz,W,49,27,9,7,1991,Home,7,4,1,1
840,1991,9/21/1991,Michigan State,11,,Lou Holtz,W,49,10,9,21,1991,Home,3,8,0,1
843,1991,10/12/1991,Pittsburgh,7,12,Lou Holtz,W,42,7,10,12,1991,Home,6,5,0,1
845,1991,10/26/1991,Southern California,5,,Lou Holtz,W,24,20,10,26,1991,Home,3,8,0,1
846,1991,11/2/1991,Navy,5,,Lou Holtz,W,38,0,11,2,1991,Home,1,10,0,1
847,1991,11/9/1991,Tennessee,5,13,Lou Holtz,L,34,35,11,9,1991,Home,9,3,0,1
851,1992,9/5/1992,Northwestern,3,,Lou Holtz,W,42,7,9,5,1992,Home,3,8,0,1
852,1992,9/12/1992,Michigan,3,6,Lou Holtz,T,17,17,9,12,1992,Home,9,0,3,1
854,1992,9/26/1992,Purdue,6,,Lou Holtz,W,48,0,9,26,1992,Home,4,7,0,1
855,1992,10/3/1992,Stanford,6,18,Lou Holtz,L,16,33,10,3,1992,Home,10,3,0,1
857,1992,10/24/1992,Brigham Young,10,,Lou Holtz,W,42,16,10,24,1992,Home,8,5,0,1
858,1992,10/31/1992,Navy,10,,Lou Holtz,W,38,7,10,31,1992,Home,1,10,0,1
859,1992,11/7/1992,Boston College,8,9,Lou Holtz,W,54,7,11,7,1992,Home,8,3,1,1
860,1992,11/14/1992,Penn State,8,22,Lou Holtz,W,17,16,11,14,1992,Home,7,5,0,1
863,1993,9/4/1993,Northwestern,7,,Lou Holtz,W,27,12,9,4,1993,Home,2,9,0,1
865,1993,9/18/1993,Michigan State,4,,Lou Holtz,W,36,14,9,18,1993,Home,6,6,0,1
868,1993,10/9/1993,Pittsburgh,4,,Lou Holtz,W,44,0,10,9,1993,Home,3,8,0,1
870,1993,10/23/1993,Southern California,2,,Lou Holtz,W,31,13,10,23,1993,Home,8,5,0,1
871,1993,10/30/1993,Navy,2,,Lou Holtz,W,58,27,10,30,1993,Home,4,7,0,1
872,1993,11/13/1993,Florida State,2,1,Lou Holtz,W,31,24,11,13,1993,Home,12,1,0,1
873,1993,11/20/1993,Boston College,1,17,Lou Holtz,L,39,41,11,20,1993,Home,9,3,0,1
875,1994,9/3/1994,Northwestern,3,,Lou Holtz,W,42,15,9,3,1994,Home,3,7,1,1
876,1994,9/10/1994,Michigan,3,6,Lou Holtz,L,24,26,9,10,1994,Home,8,4,0,1
878,1994,9/24/1994,Purdue,9,,Lou Holtz,W,39,21,9,24,1994,Home,4,5,2,1
879,1994,10/1/1994,Stanford,8,,Lou Holtz,W,34,15,10,1,1994,Home,3,7,1,1
881,1994,10/15/1994,Brigham Young,17,,Lou Holtz,L,14,21,10,15,1994,Home,10,3,0,1
882,1994,10/29/1994,Navy,,,Lou Holtz,W,58,21,10,29,1994,Home,3,8,0,1
883,1994,11/12/1994,Florida State,,8,Lou Holtz,L,16,23,11,12,1994,Home,10,1,1,1
884,1994,11/19/1994,Air Force,,,Lou Holtz,W,42,30,11,19,1994,Home,8,4,0,1
887,1995,9/2/1995,Northwestern,9,,Lou Holtz,L,15,17,9,2,1995,Home,10,2,0,1
889,1995,9/16/1995,Vanderbilt,24,,Lou Holtz,W,41,0,9,16,1995,Home,2,9,0,1
890,1995,9/23/1995,Texas,21,13,Lou Holtz,W,55,27,9,23,1995,Home,10,2,1,1
893,1995,10/14/1995,Army,17,,Lou Holtz,W,28,27,10,14,1995,Home,5,5,1,1
894,1995,10/21/1995,Southern California,17,5,Lou Holtz,W,38,10,10,21,1995,Home,9,2,1,1
895,1995,10/28/1995,Boston College,12,,Lou Holtz,W,20,10,10,28,1995,Home,4,8,0,1
896,1995,11/4/1995,Navy,8,,Lou Holtz,W,35,17,11,4,1995,Home,5,6,0,1
900,1996,9/14/1996,Purdue,9,,Lou Holtz,W,35,0,9,14,1996,Home,3,8,0,1
902,1996,9/28/1996,Ohio State,5,4,Lou Holtz,L,16,29,9,28,1996,Home,11,1,0,1
903,1996,10/12/1996,Washington,11,16,Lou Holtz,W,54,20,10,12,1996,Home,9,3,0,1
904,1996,10/19/1996,Air Force,8,,Lou Holtz,L,17,20,10,19,1996,Home,6,5,0,1
905,1996,11/2/1996,Navy,19,,Lou Holtz,W,54,27,11,2,1996,Home,9,3,0,1
907,1996,11/16/1996,Pittsburgh,14,,Lou Holtz,W,60,6,11,16,1996,Home,4,7,0,1
908,1996,11/23/1996,Rutgers,10,,Lou Holtz,W,62,0,11,23,1996,Home,2,9,0,1
910,1997,9/6/1997,Georgia Tech,11,,Bob Davie,W,17,13,9,6,1997,Home,7,5,0,1
912,1997,9/20/1997,Michigan State,,17,Bob Davie,L,7,23,9,20,1997,Home,7,5,0,1
916,1997,10/18/1997,Southern California,,,Bob Davie,L,17,20,10,18,1997,Home,6,5,0,1
917,1997,10/25/1997,Boston College,,,Bob Davie,W,52,20,10,25,1997,Home,4,7,0,1
918,1997,11/1/1997,Navy,,,Bob Davie,W,21,17,11,1,1997,Home,7,4,0,1
920,1997,11/22/1997,West Virginia,,22,Bob Davie,W,21,14,11,22,1997,Home,7,5,0,1
923,1998,9/5/1998,Michigan,22,5,Bob Davie,W,36,20,9,5,1998,Home,10,3,0,1
925,1998,9/26/1998,Purdue,23,,Bob Davie,W,31,30,9,26,1998,Home,9,4,0,1
926,1998,10/3/1998,Stanford,23,,Bob Davie,W,35,17,10,3,1998,Home,3,8,0,1
928,1998,10/24/1998,Army,18,,Bob Davie,W,20,17,10,24,1998,Home,3,8,0,1
929,1998,10/31/1998,Baylor,16,,Bob Davie,W,27,3,10,31,1998,Home,2,9,0,1
931,1998,11/14/1998,Navy,12,,Bob Davie,W,30,0,11,14,1998,Home,3,8,0,1
932,1998,11/21/1998,Louisiana State,10,,Bob Davie,W,39,36,11,21,1998,Home,4,7,0,1
935,1999,8/28/1999,Kansas,18,,Bob Davie,W,48,13,8,28,1999,Home,5,7,0,1
938,1999,9/18/1999,Michigan State,24,,Bob Davie,L,13,23,9,18,1999,Home,10,2,0,1
939,1999,10/2/1999,Oklahoma,,23,Bob Davie,W,34,30,10,2,1999,Home,7,5,0,1
940,1999,10/9/1999,Arizona State,,,Bob Davie,W,48,17,10,9,1999,Home,6,6,0,1
941,1999,10/16/1999,Southern California,,,Bob Davie,W,25,24,10,16,1999,Home,6,6,0,1
942,1999,10/30/1999,Navy,,,Bob Davie,W,28,24,10,30,1999,Home,5,7,0,1
945,1999,11/20/1999,Boston College,,25,Bob Davie,L,29,31,11,20,1999,Home,8,4,0,1
947,2000,9/2/2000,Texas A&M,,25,Bob Davie,W,24,10,9,2,2000,Home,7,5,0,1
948,2000,9/9/2000,Nebraska,23,1,Bob Davie,L,24,27,9,9,2000,Home,10,2,0,1
949,2000,9/16/2000,Purdue,21,13,Bob Davie,W,23,21,9,16,2000,Home,8,4,0,1
951,2000,10/7/2000,Stanford,25,,Bob Davie,W,20,14,10,7,2000,Home,5,6,0,1
952,2000,10/14/2000,Navy,20,,Bob Davie,W,45,14,10,14,2000,Home,1,10,0,1
954,2000,10/28/2000,Air Force,19,,Bob Davie,W,34,31,10,28,2000,Home,9,3,0,1
955,2000,11/11/2000,Boston College,11,,Bob Davie,W,28,16,11,11,2000,Home,7,5,0,1
960,2001,9/22/2001,Michigan State,23,,Bob Davie,L,10,17,9,22,2001,Home,7,5,0,1
962,2001,10/6/2001,Pittsburgh,,,Bob Davie,W,24,7,10,6,2001,Home,7,5,0,1
963,2001,10/13/2001,West Virginia,,,Bob Davie,W,34,24,10,13,2001,Home,3,8,0,1
964,2001,10/20/2001,Southern California,,,Bob Davie,W,27,16,10,20,2001,Home,6,6,0,1
966,2001,11/3/2001,Tennessee,,7,Bob Davie,L,18,28,11,3,2001,Home,11,2,0,1
967,2001,11/17/2001,Navy,,,Bob Davie,W,34,16,11,17,2001,Home,0,10,0,1
970,2002,8/31/2002,Maryland,,21,Tyrone Willingham,W,22,0,8,31,2002,Home,11,3,0,1
971,2002,9/7/2002,Purdue,23,,Tyrone Willingham,W,24,17,9,7,2002,Home,7,6,0,1
972,2002,9/14/2002,Michigan,20,7,Tyrone Willingham,W,25,23,9,14,2002,Home,10,3,0,1
974,2002,10/5/2002,Stanford,9,,Tyrone Willingham,W,31,7,10,5,2002,Home,2,9,0,1
975,2002,10/12/2002,Pittsburgh,8,,Tyrone Willingham,W,14,6,10,12,2002,Home,9,4,0,1
978,2002,11/2/2002,Boston College,4,,Tyrone Willingham,L,7,14,11,2,2002,Home,9,4,0,1
979,2002,11/9/2002,Navy,9,,Tyrone Willingham,W,30,23,11,9,2002,Home,2,10,0,1
980,2002,11/23/2002,Rutgers,8,,Tyrone Willingham,W,42,0,11,23,2002,Home,1,11,0,1
983,2003,9/6/2003,Washington State,19,,Tyrone Willingham,W,29,26,9,6,2003,Home,10,3,0,1
985,2003,9/20/2003,Michigan State,,,Tyrone Willingham,L,16,22,9,20,2003,Home,8,5,0,1
988,2003,10/18/2003,Southern California,,5,Tyrone Willingham,L,14,45,10,18,2003,Home,12,1,0,1
990,2003,11/1/2003,Florida State,,5,Tyrone Willingham,L,0,37,11,1,2003,Home,10,3,0,1
991,2003,11/8/2003,Navy,,,Tyrone Willingham,W,27,24,11,8,2003,Home,8,5,0,1
992,2003,11/15/2003,Brigham Young,,,Tyrone Willingham,W,33,14,11,15,2003,Home,4,8,0,1
996,2004,9/11/2004,Michigan,,8,Tyrone Willingham,W,28,20,9,11,2004,Home,9,3,0,1
998,2004,9/25/2004,Washington,,,Tyrone Willingham,W,38,3,9,25,2004,Home,1,10,0,1
999,2004,10/2/2004,Purdue,,15,Tyrone Willingham,L,16,41,10,2,2004,Home,7,5,0,1
1000,2004,10/9/2004,Stanford,,,Tyrone Willingham,W,23,15,10,9,2004,Home,4,7,0,1
1001,2004,10/16/2004,Navy,,,Tyrone Willingham,W,27,9,10,16,2004,Home,10,2,0,1
1002,2004,10/23/2004,Boston College,24,,Tyrone Willingham,L,23,24,10,23,2004,Home,9,3,0,1
1004,2004,11/13/2004,Pittsburgh,24,,Tyrone Willingham,L,38,41,11,13,2004,Home,8,4,0,1
1009,2005,9/17/2005,Michigan State,10,,Charlie Weis,L,41,44,9,17,2005,Home,5,6,0,1
1012,2005,10/15/2005,Southern California,9,1,Charlie Weis,L,31,34,10,15,2005,Home,12,1,0,1
1013,2005,10/22/2005,Brigham Young,9,,Charlie Weis,W,49,23,10,22,2005,Home,6,6,0,1
1014,2005,11/5/2005,Tennessee,8,,Charlie Weis,W,41,21,11,5,2005,Home,5,6,0,1
1015,2005,11/12/2005,Navy,7,,Charlie Weis,W,42,21,11,12,2005,Home,8,4,0,1
1016,2005,11/19/2005,Syracuse,6,,Charlie Weis,W,34,10,11,19,2005,Home,1,10,0,1
1020,2006,9/9/2006,Penn State,4,19,Charlie Weis,W,41,17,9,9,2006,Home,9,4,0,1
1021,2006,9/16/2006,Michigan,2,11,Charlie Weis,L,21,47,9,16,2006,Home,11,2,0,1
1023,2006,9/30/2006,Purdue,12,,Charlie Weis,W,35,21,9,30,2006,Home,8,6,0,1
1024,2006,10/7/2006,Stanford,12,,Charlie Weis,W,31,10,10,7,2006,Home,1,11,0,1
1025,2006,10/21/2006,UCLA,10,,Charlie Weis,W,20,17,10,21,2006,Home,7,6,0,1
1026,2006,10/28/2006,Navy,11,,Charlie Weis,W,38,14,10,28,2006,Home,9,4,0,1
1027,2006,11/4/2006,North Carolina,11,,Charlie Weis,W,45,26,11,4,2006,Home,3,9,0,1
1029,2006,11/18/2006,Army,6,,Charlie Weis,W,41,9,11,18,2006,Home,3,9,0,1
1032,2007,9/1/2007,Georgia Tech,,,Charlie Weis,L,3,33,9,1,2007,Home,7,6,0,1
1035,2007,9/22/2007,Michigan State,,,Charlie Weis,L,14,31,9,22,2007,Home,7,6,0,1
1038,2007,10/13/2007,Boston College,,4,Charlie Weis,L,14,27,10,13,2007,Home,11,3,0,1
1039,2007,10/20/2007,Southern California,,13,Charlie Weis,L,0,38,10,20,2007,Home,11,2,0,1
1040,2007,11/3/2007,Navy,,,Charlie Weis,L,44,46,11,3,2007,Home,8,5,0,1
1041,2007,11/10/2007,Air Force,,,Charlie Weis,L,24,41,11,10,2007,Home,9,4,0,1
1042,2007,11/17/2007,Duke,,,Charlie Weis,W,28,7,11,17,2007,Home,1,11,0,1
1044,2008,9/6/2008,San Diego State,,,Charlie Weis,W,21,13,9,6,2008,Home,2,10,0,1
1045,2008,9/13/2008,Michigan,,,Charlie Weis,W,35,17,9,13,2008,Home,3,9,0,1
1047,2008,9/27/2008,Purdue,,,Charlie Weis,W,38,21,9,27,2008,Home,4,8,0,1
1048,2008,10/4/2008,Stanford,,,Charlie Weis,W,28,21,10,4,2008,Home,5,7,0,1
1051,2008,11/1/2008,Pittsburgh,,,Charlie Weis,L,33,36,11,1,2008,Home,9,4,0,1
1053,2008,11/15/2008,Navy,,,Charlie Weis,W,27,21,11,15,2008,Home,8,5,0,1
1054,2008,11/22/2008,Syracuse,,,Charlie Weis,L,23,24,11,22,2008,Home,3,9,0,1
1057,2009,9/5/2009,Nevada,23,,Charlie Weis,W,35,0,9,5,2009,Home,8,5,0,1
1059,2009,9/19/2009,Michigan State,,,Charlie Weis,W,33,30,9,19,2009,Home,6,7,0,1
1061,2009,10/3/2009,Washington,,,Charlie Weis,W,37,30,10,3,2009,Home,5,7,0,1
1062,2009,10/17/2009,Southern California,25,6,Charlie Weis,L,27,34,10,17,2009,Home,9,4,0,1
1063,2009,10/24/2009,Boston College,,,Charlie Weis,W,20,16,10,24,2009,Home,8,5,0,1
1064,2009,10/31/2009,Washington State,25,,Charlie Weis,W,40,14,10,31,2009,Home,1,11,0,1
1065,2009,11/7/2009,Navy,19,,Charlie Weis,L,21,23,11,7,2009,Home,10,4,0,1
1067,2009,11/21/2009,Connecticut,,,Charlie Weis,L,30,33,11,21,2009,Home,8,5,0,1
1069,2010,9/4/2010,Purdue,,,Brian Kelly,W,23,12,9,4,2010,Home,4,8,0,1
1070,2010,9/11/2010,Michigan,,,Brian Kelly,L,24,28,9,11,2010,Home,7,6,0,1
1072,2010,9/25/2010,Stanford,,16,Brian Kelly,L,14,37,9,25,2010,Home,12,1,0,1
1074,2010,10/9/2010,Pittsburgh,,,Brian Kelly,W,23,17,10,9,2010,Home,8,5,0,1
1075,2010,10/16/2010,Western Michigan,,,Brian Kelly,W,44,20,10,16,2010,Home,6,6,0,1
1076,2010,10/23/2010,Navy,,,Brian Kelly,L,17,35,10,23,2010,Home,9,4,0,1
1077,2010,10/30/2010,Tulsa,,,Brian Kelly,L,27,28,10,30,2010,Home,10,3,0,1
1078,2010,11/13/2010,Utah,,15,Brian Kelly,W,28,3,11,13,2010,Home,10,3,0,1
1079,2010,11/20/2010,Army,,,Brian Kelly,W,27,3,11,20,2010,Home,7,6,0,1
1082,2011,9/3/2011,South Florida,16,,Brian Kelly,L,20,23,9,3,2011,Home,5,7,0,1
1084,2011,9/17/2011,Michigan State,,15,Brian Kelly,W,31,13,9,17,2011,Home,11,3,0,1
1087,2011,10/8/2011,Air Force,,,Brian Kelly,W,59,33,10,8,2011,Home,7,6,0,1
1088,2011,10/22/2011,Southern California,,,Brian Kelly,L,17,31,10,22,2011,Home,10,2,0,1
1089,2011,10/29/2011,Navy,,,Brian Kelly,W,56,14,10,29,2011,Home,5,7,0,1
1091,2011,11/12/2011,Maryland,,,Brian Kelly,W,45,21,11,12,2011,Home,2,10,0,1
1092,2011,11/19/2011,Boston College,24,,Brian Kelly,W,16,14,11,19,2011,Home,4,8,0,1
1095,2012,9/1/2012,Navy,,,Brian Kelly,W,50,10,9,1,2012,Home,8,5,0,1
1096,2012,9/8/2012,Purdue,22,,Brian Kelly,W,20,17,9,8,2012,Home,6,7,0,1
1098,2012,9/22/2012,Michigan,11,18,Brian Kelly,W,13,6,9,22,2012,Home,8,5,0,1
1099,2012,10/6/2012,Miami,9,,Brian Kelly,W,41,3,10,6,2012,Home,7,5,0,1
1100,2012,10/13/2012,Stanford,7,17,Brian Kelly,W,20,13,10,13,2012,Home,12,2,0,1
1101,2012,10/20/2012,Brigham Young,5,,Brian Kelly,W,17,14,10,20,2012,Home,8,5,0,1
1103,2012,11/3/2012,Pittsburgh,4,,Brian Kelly,W,29,26,11,3,2012,Home,6,7,0,1
1105,2012,11/17/2012,Wake Forest,3,,Brian Kelly,W,38,0,11,17,2012,Home,5,7,0,1
1108,2013,8/31/2013,Temple,14,,Brian Kelly,W,28,6,8,31,2013,Home,2,10,0,1
1111,2013,9/21/2013,Michigan State,22,,Brian Kelly,W,17,13,9,21,2013,Home,13,1,0,1
1112,2013,9/28/2013,Oklahoma,22,14,Brian Kelly,L,21,35,9,28,2013,Home,11,2,0,1
1113,2013,10/5/2013,Arizona State,,22,Brian Kelly,W,37,34,10,5,2013,Home,10,4,0,1
1114,2013,10/19/2013,Southern California,,,Brian Kelly,W,14,10,10,19,2013,Home,10,4,0,1
1116,2013,11/2/2013,Navy,,,Brian Kelly,W,38,34,11,2,2013,Home,9,4,0,1
1118,2013,11/23/2013,Brigham Young,,,Brian Kelly,W,23,13,11,23,2013,Home,8,5,0,1
1121,2014,8/30/2014,Rice,17,,Brian Kelly,W,48,17,8,30,2014,Home,8,5,0,1
1122,2014,9/6/2014,Michigan,16,,Brian Kelly,W,31,0,9,6,2014,Home,5,7,0,1
1123,2014,9/13/2014,Purdue,11,,Brian Kelly,W,30,14,9,13,2014,Home,3,9,0,1
1124,2014,9/27/2014,Syracuse,8,,Brian Kelly,W,31,15,9,27,2014,Home,3,9,0,1
1125,2014,10/4/2014,Stanford,9,14,Brian Kelly,W,17,14,10,4,2014,Home,8,5,0,1
1126,2014,10/11/2014,North Carolina,6,,Brian Kelly,W,50,43,10,11,2014,Home,6,7,0,1
